Id,SalePrice
1461,147467.296875
1462,160087.1439588689
1463,218908.30913348947
1464,206474.8
1465,188580.81755593803
1466,206474.8
1467,206351.03745318353
1468,199264.23041474653
1469,186278.79702970298
1470,134431.68044077136
1471,246338.78296703298
1472,131382.63212435233
1473,143278.78546712804
1474,158256.22253521127
1475,126802.43689320388
1476,317076.63157894736
1477,257724.52511415526
1478,265951.9493670886
1479,276971.07518796995
1480,423364.08187134506
1481,343615.6212121212
1482,206186.01315789475
1483,194509.0228136882
1484,200552.9802631579
1485,188580.81755593803
1486,206351.03745318353
1487,375358.4763948498
1488,253647.82134570766
1489,206474.8
1490,290794.9632545932
1491,214476.62
1492,131350.7962962963
1493,202842.30384615384
1494,290576.73913043475
1495,273630.8211382114
1496,275718.9222222222
1497,201126.39215686274
1498,189460.87878787878
1499,191085.69943820225
1500,194776.24207492796
1501,201351.91612903227
1502,170787.88838268793
1503,320148.3597883598
1504,240118.04973821988
1505,252391.26470588235
1506,208855.0094637224
1507,289125.57826086954
1508,202842.30384615384
1509,157165.8129032258
1510,152843.7681818182
1511,155024.27368421052
1512,201525.35081967214
1513,155604.51697127937
1514,250729.55555555556
1515,249381.19642857142
1516,170787.88838268793
1517,155307.03359683795
1518,168980.99456521738
1519,287875.40625
1520,133686.17582417582
1521,148722.39066339066
1522,160540.60975609755
1523,131350.7962962963
1524,126640.97790055249
1525,132454.88429752065
1526,134431.68044077136
1527,147542.58333333334
1528,142077.29491525423
1529,143278.78546712804
1530,160540.60975609755
1531,160540.60975609755
1532,131127.95238095237
1533,148722.39066339066
1534,134431.68044077136
1535,163529.40255591055
1536,131614.10160427808
1537,134431.68044077136
1538,160540.60975609755
1539,208559.6768558952
1540,169843.25187969924
1541,158173.71923076923
1542,160540.60975609755
1543,196229.95058823528
1544,126456.97107438017
1545,126456.97107438017
1546,131350.7962962963
1547,152555.33602150538
1548,131614.10160427808
1549,133686.17582417582
1550,154542.19293478262
1551,143278.78546712804
1552,179058.3262839879
1553,178049.088172043
1554,134431.68044077136
1555,185667.25
1556,126802.43689320388
1557,152843.7681818182
1558,126456.97107438017
1559,160087.1439588689
1560,156169.2
1561,201126.39215686274
1562,143278.78546712804
1563,131382.63212435233
1564,155604.51697127937
1565,156551.1638888889
1566,245579.9915730337
1567,131127.95238095237
1568,242339.8825910931
1569,172125.2380952381
1570,147467.296875
1571,154542.19293478262
1572,160540.60975609755
1573,307792.8339222615
1574,143278.78546712804
1575,246338.78296703298
1576,251397.66216216216
1577,199264.23041474653
1578,162163.41217798594
1579,170787.88838268793
1580,200552.9802631579
1581,148722.39066339066
1582,133686.17582417582
1583,342446.01219512196
1584,242468.70034843206
1585,194776.24207492796
1586,132454.88429752065
1587,126456.97107438017
1588,158173.71923076923
1589,131382.63212435233
1590,131614.10160427808
1591,126640.97790055249
1592,143278.78546712804
1593,131614.10160427808
1594,249381.19642857142
1595,153278.59420289856
1596,200700.94213381555
1597,208559.6768558952
1598,200700.94213381555
1599,158256.22253521127
1600,169237.88888888888
1601,126456.97107438017
