Id,SalePrice
1461,124140.15358978116
1462,151219.16104992022
1463,149060.1970499991
1464,175853.32200250446
1465,217707.42563651263
1466,174901.79192235038
1467,161340.80146450226
1468,169083.5272062418
1469,195096.0442847983
1470,113862.08484471831
1471,195791.38098094886
1472,102422.04711427023
1473,105719.54970240132
1474,168107.5473085233
1475,134732.78110637964
1476,377203.7688645073
1477,260851.3228015456
1478,331085.55014194676
1479,302960.43375833274
1480,469441.80544919433
1481,332717.1086811256
1482,227221.03442166452
1483,168375.8869725807
1484,178245.66025720068
1485,169327.02472439615
1486,194094.0281545341
1487,350695.1469285209
1488,265131.72197350283
1489,193218.57254489817
1490,178944.95995283907
1491,189377.89854985612
1492,123501.26795152455
1493,178062.47337974145
1494,304578.1493515628
1495,298209.95793577674
1496,210850.9768719559
1497,194828.05338926503
1498,160597.59593987113
1499,160597.59593987113
1500,151431.53204668203
1501,171067.49420694826
1502,155470.87760800758
1503,266544.7753673595
1504,228393.6767497715
1505,212238.93437378504
1506,201289.16189906347
1507,202679.21777891173
1508,188647.55446236694
1509,174971.92168526113
1510,149749.40051835956
1511,149260.42783894873
1512,169066.42543161733
1513,177328.16026776272
1514,141495.72367593058
1515,166656.83203939474
1516,172744.03670944148
1517,137728.28843536507
1518,168608.8398046197
1519,210241.97089214256
1520,135495.5583625181
1521,139890.76701130308
1522,180994.91341793936
1523,113654.11890706194
1524,125050.4863950096
1525,123857.84398290145
1526,124863.08564883696
1527,108798.73031436554
1528,126028.68922574418
1529,148025.86631804754
1530,170429.28478746567
1531,133570.0120631698
1532,108049.48283223803
1533,156765.80565137282
1534,127341.63685395663
1535,137782.9383345222
1536,130252.98560798173
1537,94036.02809137153
1538,170891.04074478883
1539,236221.33523190842
1540,142448.812882246
1541,170426.9260784964
1542,137025.28082630062
1543,221432.39070445555
1544,100895.67926989729
1545,113143.56432586616
1546,149831.05141512415
1547,129753.93261965438
1548,133500.40477614402
1549,120907.67850871079
1550,148041.14570626072
1551,135567.93263510725
1552,135323.36541707127
1553,122809.3810234294
1554,123621.8544620611
1555,155103.1721040332
1556,116244.78411836503
1557,135276.3565709344
1558,107474.79805098781
1559,123890.04002716881
1560,148914.99672579352
1561,147405.64373534117
1562,121074.45689295759
1563,119419.14166840306
1564,157716.581221989
1565,141980.3216291876
1566,208363.05827672483
1567,103381.65325315246
1568,191984.22570675015
1569,115998.57894758848
1570,130039.94889833247
1571,123782.12943057323
1572,136977.08406886738
1573,214317.101372004
1574,151938.3784657174
1575,200445.94835310572
1576,197162.1215740462
1577,191147.33246709305
1578,166395.17753337388
1579,134440.37395535907
1580,193467.85870219843
1581,127516.41074332218
1582,130764.5160358346
1583,353422.42138438823
1584,227771.4925569262
1585,141155.13928619766
1586,77877.74581599595
1587,113178.69744362685
1588,139847.61618458733
1589,111656.18162092872
1590,134266.69771311307
1591,105914.12667372846
1592,138776.16031863887
1593,140167.39066519984
1594,125191.55559952726
1595,125605.97089472662
1596,232909.06351900753
1597,155334.34524557416
1598,181311.4761816845
1599,194948.6889371002
1600,205422.52713586044
