Id,SalePrice
1461,138688.4307517124
1462,164127.09272422676
1463,206217.39993553597
1464,207432.8750738179
1465,183494.51302061917
1466,185153.90114177333
1467,192394.35450669646
1468,169096.9649850357
1469,188259.90891950007
1470,133183.94434824295
1471,202562.25043441204
1472,125139.17217139935
1473,125891.34205733973
1474,156180.50050892343
1475,100112.49725097732
1476,289033.8101506074
1477,242430.24527092173
1478,267454.5298109072
1479,254029.22716792242
1480,406820.56166990416
1481,292804.93499761296
1482,201418.24324528815
1483,189824.0903469486
1484,172618.7055007139
1485,168107.55347831908
1486,199461.4717331765
1487,312060.9893224839
1488,244190.69657869719
1489,195527.6598436822
1490,238506.05992720777
1491,204453.7592744705
1492,90242.52042021032
1493,204020.538671126
1494,273463.55661576556
1495,270806.32937666436
1496,219877.0983284394
1497,196960.40568349778
1498,166135.7456519556
1499,162283.46172670822
1500,173588.98826519435
1501,221431.74925487663
1502,146645.3428706074
1503,255316.41063761513
1504,228411.35097378714
1505,227121.24702173087
1506,202828.9581400695
1507,274832.93155512575
1508,209473.30244406394
1509,158846.04944549024
1510,160691.48464824155
1511,155096.41504921473
1512,206360.37192595412
1513,152066.9341714665
1514,204285.85206118866
1515,239377.3584776231
1516,156098.1640772511
1517,174804.09690847096
1518,167866.86241509288
1519,253552.56706358574
1520,126683.8012338829
1521,137333.43683970103
1522,191112.15983533242
1523,111535.99983845756
1524,100640.85069830006
1525,112824.72773561708
1526,106324.11530017422
1527,113039.17775203974
1528,151545.74170832278
1529,133576.54011645436
1530,224797.3109087943
1531,146489.6472480403
1532,72125.89575130364
1533,141615.53859705187
1534,122273.33876176958
1535,178436.188703759
1536,110579.82400403975
1537,99773.10975536343
1538,148628.12688814092
1539,175087.49504927068
1540,135624.54437822138
1541,147925.5513901388
1542,166923.22654876846
1543,183357.62507299462
1544,63144.83577532496
1545,89471.12903514283
1546,104402.25041553692
1547,135861.11495380232
1548,122658.76456080924
1549,125144.93746125966
1550,127009.31053156394
1551,101371.10511800402
1552,161426.4915250301
1553,153294.61040616722
1554,109253.75603451103
1555,177113.04971031088
1556,85648.68483936845
1557,111032.00013715879
1558,74022.55020391278
1559,109549.6529473482
1560,133382.70249289635
1561,181840.9160698949
1562,132452.13549534732
1563,115853.09737176786
1564,178483.34423368878
1565,150955.94285570725
1566,227333.03673570778
1567,71455.39417828282
1568,240468.64991090668
1569,165852.41230673844
1570,123034.19573647936
1571,120882.65504642285
1572,162191.55259717384
1573,232659.22865490324
1574,142736.26266058988
1575,234011.04635271605
1576,254932.745093339
1577,192330.34597133042
1578,128467.49295383447
1579,163076.88730147656
1580,191162.2679800432
1581,154505.11987211544
1582,118984.00408558443
1583,300562.68140353065
1584,236606.93535585224
1585,154538.08319107105
1586,74154.63241737185
1587,85715.45743307273
1588,157409.17949735688
1589,116382.29355289962
1590,131789.9235302749
1591,83059.36072304484
1592,138035.21653980284
1593,93099.56464588956
1594,167856.73582025792
1595,111676.50708183658
1596,213344.65857612004
1597,221562.4575141127
1598,188560.50484825473
1599,160794.5284108551
1600,163832.8493773042
1601,48025.59180669428
1602,128817.73128837382
1603,69948.28054860455
1604,252939.84605736134
1605,230619.74837151438
1606,176199.16360982868
1607,228559.18325867772
1608,209581.10894518567
1609,183479.1487189423
1610,169712.58547263488
1611,148086.72341232968
1612,202695.5504623236
1613,201640.98060292786
1614,132465.14981581026
1615,98467.69897098711
1616,88006.13369194476
1617,107746.28362669225
1618,128868.09368549183
1619,142417.85050862783
1620,242139.39441032324
1621,161173.14427930757
1622,160867.08649459144
1623,242092.04106615984
1624,231896.37709203956
1625,108622.55384458147
1626,199511.79405636934
1627,206370.23179142212
1628,261271.61878049083
1629,174547.9712173146
1630,314172.4325191061
1631,201957.23213452275
1632,221573.58185944974
1633,165205.3562323231
1634,192836.01979671267
1635,171660.90220485197
1636,160559.38698641618
1637,226230.6683257654
1638,212478.33996876923
1639,208161.03170165035
1640,261551.32057508116
1641,206342.38613882184
1642,219408.43543209264
1643,211695.18465525366
1644,214864.71492361452
1645,239066.92210850527
1646,159023.48073217215
1647,156304.86401773465
1648,135282.84353708278
1649,130199.66154586698
1650,132007.84147369384
1651,147962.1345178684
1652,118440.71997106995
1653,112952.25233872526
1654,156939.16469659226
1655,130093.27744526311
1656,151467.00900157762
1657,159149.3480567321
1658,156087.2552302134
1659,115880.77703439968
1660,170149.28058866167
1661,356346.421145629
1662,311152.4820676468
1663,315652.6836001057
1664,382681.25065125
1665,271471.49686825497
1666,288380.7426052465
1667,307250.40198881866
1668,280587.38460229745
1669,242477.7760018584
1670,285799.3163333427
1671,273362.85436818923
1672,362107.97769436415
1673,270287.7447864901
1674,257040.71039534395
1675,215326.2160627091
1676,212893.3277418384
1677,218411.7154124895
1678,384007.4650311036
1679,322290.9195051872
1680,277600.53007683984
1681,229635.30679520208
1682,272950.06369045365
1683,200563.89466792473
1684,177509.9935745456
1685,177588.01225632837
1686,174708.07945954462
1687,163475.9263099063
1688,202300.2102374843
1689,198635.59473278595
1690,181590.4745405506
1691,171423.50546496024
1692,226603.23046666186
1693,161911.49328081158
1694,182272.47429888172
1695,157379.96268039604
1696,273827.6218392997
1697,157448.48376488208
1698,315934.4608405576
1699,284949.0812092562
1700,264017.9466329039
1701,262574.959429345
1702,263403.776139479
1703,248414.7889794883
1704,268303.7451405827
1705,222622.9060219432
1706,346264.47751128476
1707,205334.37027440208
1708,214222.4668563198
1709,252180.21215140203
1710,220288.74905877642
1711,241269.85256434965
1712,250696.90116709133
1713,256650.55817930575
1714,227663.70683083718
1715,202904.59927581286
1716,189210.5614735809
1717,178187.92268738837
1718,148836.80832745822
1719,210650.6427763676
1720,244534.16056880064
1721,186032.153618954
1722,147022.5889227445
1723,183703.0170637028
1724,223008.69611099956
1725,232317.6878179739
1726,200732.69696518627
1727,175008.0093031096
1728,178415.7770019978
1729,161293.27611330512
1730,167844.53511103836
1731,108286.9380624065
1732,127854.04716635298
1733,113441.6851740944
1734,119722.67318889766
1735,121506.69301181275
1736,97257.712585281
1737,290731.9065709751
1738,233597.50572156243
1739,297632.82262206764
1740,239746.82504210842
1741,209627.12268841162
1742,198356.85534034192
1743,184550.7689002048
1744,277945.30907200824
1745,222018.88053526578
1746,215932.43057705124
1747,217081.96182860422
1748,262652.04629457544
1749,175279.00777201715
1750,153027.94380304858
1751,256873.81243119843
1752,106472.6171170905
1753,174321.0956807955
1754,231947.2172323427
1755,182200.8772563337
1756,119539.5576409375
1757,95734.89814662433
1758,162569.07857765292
1759,169916.94567725377
1760,196429.38367393322
1761,173036.7928434884
1762,191865.52116499876
1763,163806.1940779941
1764,99337.94731390162
1765,207335.77869603864
1766,197416.61194697197
1767,253563.7655227332
1768,138944.9471795758
1769,154418.13134803285
1770,138939.3984657711
1771,126145.72347529826
1772,145367.26540098607
1773,126461.45634843956
1774,212496.99001812737
1775,110723.36861064506
1776,127042.72630244202
1777,79575.13561376941
1778,136060.86439211515
1779,117805.90961839969
1780,164178.28122308932
1781,117225.0193678852
1782,87319.91532382055
1783,166648.62519144535
1784,103477.45366362447
1785,96031.53599019058
1786,163215.36519588006
1787,158838.54147096572
1788,39257.83716434555
1789,78926.35739063506
1790,72507.75672774285
1791,261547.2126151895
1792,177323.23234701657
1793,139772.42275975214
1794,144930.26216805016
1795,124025.2768562542
1796,100085.62008875317
1797,151882.24675207527
1798,104136.82226420834
1799,77650.18266601895
1800,106543.9735868416
1801,152730.64892819
1802,155209.93168579123
1803,177173.35379605356
1804,148015.91091084282
1805,118853.24260652659
1806,129015.40422210738
1807,146052.70115190267
1808,119077.10764881119
1809,115229.60082751198
1810,137961.58318407775
1811,102766.7252263542
1812,94601.13185917179
1813,121661.84721728961
1814,71047.38090473984
1815,39871.33196295344
1816,61143.4566725957
1817,124294.14035930426
1818,138762.69418557768
1819,119158.0992080312
1820,38190.34600354463
1821,94929.62701195444
1822,155156.91095828207
1823,32329.212038727594
1824,111962.9791468376
1825,135208.40233940014
1826,100228.76742297702
1827,108313.13093737874
1828,133611.129049627
1829,138018.3292609182
1830,142757.11180859467
1831,150119.307677423
1832,134329.28031052684
1833,143820.184853956
1834,124262.58928198216
1835,155802.8376407189
1836,134993.05375216843
1837,83212.08648555109
1838,114916.26942890894
1839,86566.13953764748
1840,155157.81446826912
1841,143508.43635536626
1842,78556.67922988546
1843,154435.44973118126
1844,123381.32150090847
1845,151939.7006815801
1846,148658.20830640278
1847,181613.60703913437
1848,33217.86513602373
1849,116596.6976435004
1850,111125.01431626955
1851,124596.48123969312
1852,116496.1869301562
